paymentid,policyid,transactionref,status,datetime
PAY-2553,PLY-851,TXN-PAY-2553,received,2018-09-30
PAY-2554,PLY-851,TXN-PAY-2554,received,2015-04-21
PAY-2555,PLY-852,TXN-PAY-2555,received,2016-09-24
PAY-2556,PLY-852,TXN-PAY-2556,received,2017-04-12
PAY-2557,PLY-852,TXN-PAY-2557,received,2018-04-18
PAY-2558,PLY-853,TXN-PAY-2558,received,2016-02-18
PAY-2559,PLY-853,TXN-PAY-2559,received,2015-04-02
PAY-2560,PLY-853,TXN-PAY-2560,received,2016-12-03
PAY-2561,PLY-854,TXN-PAY-2561,received,2017-04-04
PAY-2562,PLY-854,TXN-PAY-2562,received,2017-08-12
PAY-2563,PLY-854,TXN-PAY-2563,notreceived,2015-09-16
PAY-2564,PLY-855,TXN-PAY-2564,received,2016-11-02
PAY-2565,PLY-855,TXN-PAY-2565,received,2016-12-15
PAY-2566,PLY-855,TXN-PAY-2566,received,2016-04-29
PAY-2567,PLY-856,TXN-PAY-2567,received,2016-10-19
PAY-2568,PLY-856,TXN-PAY-2568,received,2018-08-21
PAY-2569,PLY-856,TXN-PAY-2569,received,2015-05-24
PAY-2570,PLY-857,TXN-PAY-2570,received,2015-02-12
PAY-2571,PLY-857,TXN-PAY-2571,received,2015-03-27
PAY-2572,PLY-857,TXN-PAY-2572,notreceived,2017-06-24
PAY-2573,PLY-858,TXN-PAY-2573,received,2015-12-24
PAY-2574,PLY-858,TXN-PAY-2574,received,2018-09-27
PAY-2575,PLY-858,TXN-PAY-2575,received,2016-06-12
PAY-2576,PLY-859,TXN-PAY-2576,received,2016-11-23
PAY-2577,PLY-859,TXN-PAY-2577,received,2015-07-17
PAY-2578,PLY-859,TXN-PAY-2578,received,2015-09-21
PAY-2579,PLY-860,TXN-PAY-2579,received,2017-05-09
PAY-2580,PLY-860,TXN-PAY-2580,received,2017-03-11
PAY-2581,PLY-860,TXN-PAY-2581,received,2015-11-12
PAY-2582,PLY-861,TXN-PAY-2582,received,2018-12-04
PAY-2583,PLY-861,TXN-PAY-2583,received,2018-10-19
PAY-2584,PLY-861,TXN-PAY-2584,received,2017-02-08
PAY-2585,PLY-862,TXN-PAY-2585,received,2016-08-07
PAY-2586,PLY-862,TXN-PAY-2586,received,2017-12-22
PAY-2587,PLY-862,TXN-PAY-2587,received,2015-02-20
PAY-2588,PLY-863,TXN-PAY-2588,received,2018-05-05
PAY-2589,PLY-863,TXN-PAY-2589,received,2017-12-26
PAY-2590,PLY-863,TXN-PAY-2590,received,2016-05-01
PAY-2591,PLY-864,TXN-PAY-2591,received,2015-06-10
PAY-2592,PLY-864,TXN-PAY-2592,received,2016-12-07
PAY-2593,PLY-864,TXN-PAY-2593,received,2017-10-01
PAY-2594,PLY-865,TXN-PAY-2594,received,2016-10-06
PAY-2595,PLY-865,TXN-PAY-2595,received,2016-03-16
PAY-2596,PLY-865,TXN-PAY-2596,notreceived,2017-08-04
PAY-2597,PLY-866,TXN-PAY-2597,received,2018-12-09
PAY-2598,PLY-866,TXN-PAY-2598,received,2016-06-05
PAY-2599,PLY-866,TXN-PAY-2599,notreceived,2015-12-04
PAY-2600,PLY-867,TXN-PAY-2600,notreceived,2018-03-09
PAY-2601,PLY-867,TXN-PAY-2601,notreceived,2016-05-15
PAY-2602,PLY-867,TXN-PAY-2602,received,2015-10-24
PAY-2603,PLY-868,TXN-PAY-2603,notreceived,2015-12-18
PAY-2604,PLY-868,TXN-PAY-2604,notreceived,2016-05-08
PAY-2605,PLY-868,TXN-PAY-2605,received,2018-08-05
PAY-2606,PLY-869,TXN-PAY-2606,received,2015-07-10
PAY-2607,PLY-869,TXN-PAY-2607,received,2018-10-27
PAY-2608,PLY-869,TXN-PAY-2608,notreceived,2015-05-16
PAY-2609,PLY-870,TXN-PAY-2609,received,2017-06-06
PAY-2610,PLY-870,TXN-PAY-2610,notreceived,2018-05-11
PAY-2611,PLY-870,TXN-PAY-2611,received,2015-01-14
PAY-2612,PLY-871,TXN-PAY-2612,received,2017-11-04
PAY-2613,PLY-871,TXN-PAY-2613,received,2017-06-26
PAY-2614,PLY-871,TXN-PAY-2614,received,2016-11-02
PAY-2615,PLY-872,TXN-PAY-2615,notreceived,2015-02-09
PAY-2616,PLY-872,TXN-PAY-2616,received,2015-04-19
PAY-2617,PLY-872,TXN-PAY-2617,received,2016-10-28
PAY-2618,PLY-873,TXN-PAY-2618,received,2015-02-05
PAY-2619,PLY-873,TXN-PAY-2619,received,2015-03-28
PAY-2620,PLY-873,TXN-PAY-2620,received,2017-01-13
PAY-2621,PLY-874,TXN-PAY-2621,received,2018-04-13
PAY-2622,PLY-874,TXN-PAY-2622,received,2018-11-06
PAY-2623,PLY-874,TXN-PAY-2623,received,2015-03-05
PAY-2624,PLY-875,TXN-PAY-2624,received,2016-03-06
PAY-2625,PLY-875,TXN-PAY-2625,received,2016-05-21
PAY-2626,PLY-875,TXN-PAY-2626,notreceived,2017-11-11
PAY-2627,PLY-876,TXN-PAY-2627,notreceived,2017-05-04
PAY-2628,PLY-876,TXN-PAY-2628,received,2018-05-17
PAY-2629,PLY-876,TXN-PAY-2629,received,2016-06-10
PAY-2630,PLY-877,TXN-PAY-2630,received,2015-01-02
PAY-2631,PLY-877,TXN-PAY-2631,received,2015-03-22
PAY-2632,PLY-877,TXN-PAY-2632,received,2015-03-28
PAY-2633,PLY-878,TXN-PAY-2633,received,2018-05-26
PAY-2634,PLY-878,TXN-PAY-2634,received,2018-02-13
PAY-2635,PLY-878,TXN-PAY-2635,received,2017-08-20
PAY-2636,PLY-879,TXN-PAY-2636,received,2018-10-30
PAY-2637,PLY-879,TXN-PAY-2637,received,2016-08-15
PAY-2638,PLY-879,TXN-PAY-2638,notreceived,2015-09-30
PAY-2639,PLY-880,TXN-PAY-2639,received,2017-07-30
PAY-2640,PLY-880,TXN-PAY-2640,notreceived,2017-08-04
PAY-2641,PLY-880,TXN-PAY-2641,received,2016-01-17
PAY-2642,PLY-881,TXN-PAY-2642,received,2017-12-27
PAY-2643,PLY-881,TXN-PAY-2643,received,2016-11-12
PAY-2644,PLY-881,TXN-PAY-2644,received,2018-12-31
PAY-2645,PLY-882,TXN-PAY-2645,received,2018-08-08
PAY-2646,PLY-882,TXN-PAY-2646,received,2018-05-01
PAY-2647,PLY-882,TXN-PAY-2647,received,2015-06-03
PAY-2648,PLY-883,TXN-PAY-2648,received,2016-01-20
PAY-2649,PLY-883,TXN-PAY-2649,received,2016-06-03
PAY-2650,PLY-883,TXN-PAY-2650,received,2016-04-08
PAY-2651,PLY-884,TXN-PAY-2651,received,2015-09-12
PAY-2652,PLY-884,TXN-PAY-2652,notreceived,2018-05-24
PAY-2653,PLY-884,TXN-PAY-2653,received,2017-01-08
PAY-2654,PLY-885,TXN-PAY-2654,received,2017-03-24
PAY-2655,PLY-885,TXN-PAY-2655,received,2018-05-19
PAY-2656,PLY-885,TXN-PAY-2656,received,2018-08-30
PAY-2657,PLY-886,TXN-PAY-2657,notreceived,2017-10-16
PAY-2658,PLY-886,TXN-PAY-2658,received,2018-06-06
PAY-2659,PLY-886,TXN-PAY-2659,received,2017-04-20
PAY-2660,PLY-887,TXN-PAY-2660,received,2017-02-17
PAY-2661,PLY-887,TXN-PAY-2661,received,2017-05-31
PAY-2662,PLY-887,TXN-PAY-2662,received,2016-10-14
PAY-2663,PLY-888,TXN-PAY-2663,received,2016-07-25
PAY-2664,PLY-888,TXN-PAY-2664,notreceived,2018-08-07
PAY-2665,PLY-888,TXN-PAY-2665,notreceived,2016-01-04
PAY-2666,PLY-889,TXN-PAY-2666,received,2017-01-22
PAY-2667,PLY-889,TXN-PAY-2667,notreceived,2018-11-16
PAY-2668,PLY-889,TXN-PAY-2668,received,2018-04-27
PAY-2669,PLY-890,TXN-PAY-2669,received,2015-12-12
PAY-2670,PLY-890,TXN-PAY-2670,notreceived,2016-02-26
PAY-2671,PLY-890,TXN-PAY-2671,received,2018-06-11
PAY-2672,PLY-891,TXN-PAY-2672,received,2018-03-02
PAY-2673,PLY-891,TXN-PAY-2673,received,2015-11-26
PAY-2674,PLY-891,TXN-PAY-2674,received,2018-04-24
PAY-2675,PLY-892,TXN-PAY-2675,notreceived,2016-07-03
PAY-2676,PLY-892,TXN-PAY-2676,received,2018-02-01
PAY-2677,PLY-892,TXN-PAY-2677,received,2017-11-28
PAY-2678,PLY-893,TXN-PAY-2678,received,2015-12-13
PAY-2679,PLY-893,TXN-PAY-2679,notreceived,2015-01-06
PAY-2680,PLY-893,TXN-PAY-2680,received,2016-11-28
PAY-2681,PLY-894,TXN-PAY-2681,received,2016-10-15
PAY-2682,PLY-894,TXN-PAY-2682,received,2017-10-10
PAY-2683,PLY-894,TXN-PAY-2683,received,2018-08-31
PAY-2684,PLY-895,TXN-PAY-2684,received,2018-05-25
PAY-2685,PLY-895,TXN-PAY-2685,received,2016-04-25
PAY-2686,PLY-895,TXN-PAY-2686,received,2015-06-17
PAY-2687,PLY-896,TXN-PAY-2687,received,2017-02-19
PAY-2688,PLY-896,TXN-PAY-2688,received,2018-01-01
PAY-2689,PLY-896,TXN-PAY-2689,received,2018-10-05
PAY-2690,PLY-897,TXN-PAY-2690,received,2016-06-26
PAY-2691,PLY-897,TXN-PAY-2691,received,2017-05-05
PAY-2692,PLY-897,TXN-PAY-2692,received,2017-12-08
PAY-2693,PLY-898,TXN-PAY-2693,received,2016-02-02
PAY-2694,PLY-898,TXN-PAY-2694,received,2015-12-26
PAY-2695,PLY-898,TXN-PAY-2695,received,2016-02-13
PAY-2696,PLY-899,TXN-PAY-2696,received,2017-08-25
PAY-2697,PLY-899,TXN-PAY-2697,received,2015-11-28
PAY-2698,PLY-899,TXN-PAY-2698,notreceived,2016-10-07
PAY-2699,PLY-900,TXN-PAY-2699,received,2017-10-28
PAY-2700,PLY-900,TXN-PAY-2700,received,2017-02-23
PAY-2701,PLY-900,TXN-PAY-2701,notreceived,2015-01-13
PAY-2702,PLY-901,TXN-PAY-2702,notreceived,2018-06-18
PAY-2703,PLY-901,TXN-PAY-2703,received,2018-05-19
PAY-2704,PLY-901,TXN-PAY-2704,received,2017-10-24
PAY-2705,PLY-902,TXN-PAY-2705,received,2017-02-17
PAY-2706,PLY-902,TXN-PAY-2706,received,2018-04-30
PAY-2707,PLY-902,TXN-PAY-2707,received,2018-04-14
PAY-2708,PLY-903,TXN-PAY-2708,received,2016-06-09
PAY-2709,PLY-903,TXN-PAY-2709,received,2016-03-03
PAY-2710,PLY-903,TXN-PAY-2710,notreceived,2016-01-17
PAY-2711,PLY-904,TXN-PAY-2711,received,2017-05-20
PAY-2712,PLY-904,TXN-PAY-2712,received,2015-07-11
PAY-2713,PLY-904,TXN-PAY-2713,notreceived,2017-08-31
PAY-2714,PLY-905,TXN-PAY-2714,notreceived,2015-09-15
PAY-2715,PLY-905,TXN-PAY-2715,received,2015-07-27
PAY-2716,PLY-905,TXN-PAY-2716,received,2018-11-19
PAY-2717,PLY-906,TXN-PAY-2717,received,2017-08-10
PAY-2718,PLY-906,TXN-PAY-2718,received,2016-01-08
PAY-2719,PLY-906,TXN-PAY-2719,notreceived,2017-11-07
PAY-2720,PLY-907,TXN-PAY-2720,received,2017-01-20
PAY-2721,PLY-907,TXN-PAY-2721,received,2018-04-15
PAY-2722,PLY-907,TXN-PAY-2722,received,2018-05-01
PAY-2723,PLY-908,TXN-PAY-2723,received,2015-01-30
PAY-2724,PLY-908,TXN-PAY-2724,received,2017-02-27
PAY-2725,PLY-908,TXN-PAY-2725,notreceived,2016-04-22
PAY-2726,PLY-909,TXN-PAY-2726,received,2016-05-05
PAY-2727,PLY-909,TXN-PAY-2727,received,2017-08-21
PAY-2728,PLY-909,TXN-PAY-2728,notreceived,2016-07-18
PAY-2729,PLY-910,TXN-PAY-2729,notreceived,2016-04-21
PAY-2730,PLY-910,TXN-PAY-2730,received,2017-01-18
PAY-2731,PLY-910,TXN-PAY-2731,notreceived,2017-06-22
PAY-2732,PLY-911,TXN-PAY-2732,received,2015-03-06
PAY-2733,PLY-911,TXN-PAY-2733,notreceived,2015-02-28
PAY-2734,PLY-911,TXN-PAY-2734,received,2016-04-03
PAY-2735,PLY-912,TXN-PAY-2735,received,2018-01-09
PAY-2736,PLY-912,TXN-PAY-2736,received,2016-01-28
PAY-2737,PLY-912,TXN-PAY-2737,received,2017-07-08
PAY-2738,PLY-913,TXN-PAY-2738,received,2018-11-02
PAY-2739,PLY-913,TXN-PAY-2739,notreceived,2018-02-04
PAY-2740,PLY-913,TXN-PAY-2740,received,2015-08-15
PAY-2741,PLY-914,TXN-PAY-2741,received,2017-07-22
PAY-2742,PLY-914,TXN-PAY-2742,received,2016-01-08
PAY-2743,PLY-914,TXN-PAY-2743,received,2016-11-27
PAY-2744,PLY-915,TXN-PAY-2744,received,2018-04-28
PAY-2745,PLY-915,TXN-PAY-2745,received,2018-01-21
PAY-2746,PLY-915,TXN-PAY-2746,received,2015-07-25
PAY-2747,PLY-916,TXN-PAY-2747,notreceived,2018-05-22
PAY-2748,PLY-916,TXN-PAY-2748,received,2017-06-20
PAY-2749,PLY-916,TXN-PAY-2749,received,2018-06-04
PAY-2750,PLY-917,TXN-PAY-2750,received,2016-12-21
PAY-2751,PLY-917,TXN-PAY-2751,received,2016-01-15
PAY-2752,PLY-917,TXN-PAY-2752,received,2018-05-03
PAY-2753,PLY-918,TXN-PAY-2753,received,2017-11-23
PAY-2754,PLY-918,TXN-PAY-2754,received,2015-06-16
PAY-2755,PLY-918,TXN-PAY-2755,received,2018-04-26
PAY-2756,PLY-919,TXN-PAY-2756,received,2016-09-23
PAY-2757,PLY-919,TXN-PAY-2757,received,2016-02-24
PAY-2758,PLY-919,TXN-PAY-2758,received,2015-05-23
PAY-2759,PLY-920,TXN-PAY-2759,received,2016-09-08
PAY-2760,PLY-920,TXN-PAY-2760,notreceived,2017-12-18
PAY-2761,PLY-920,TXN-PAY-2761,received,2017-09-05
PAY-2762,PLY-921,TXN-PAY-2762,received,2018-03-13
PAY-2763,PLY-921,TXN-PAY-2763,received,2016-09-24
PAY-2764,PLY-921,TXN-PAY-2764,notreceived,2015-04-18
PAY-2765,PLY-922,TXN-PAY-2765,received,2018-06-02
PAY-2766,PLY-922,TXN-PAY-2766,received,2016-09-27
PAY-2767,PLY-922,TXN-PAY-2767,notreceived,2017-04-12
PAY-2768,PLY-923,TXN-PAY-2768,notreceived,2017-06-27
PAY-2769,PLY-923,TXN-PAY-2769,received,2015-08-11
PAY-2770,PLY-923,TXN-PAY-2770,received,2017-07-07
PAY-2771,PLY-924,TXN-PAY-2771,received,2017-08-10
PAY-2772,PLY-924,TXN-PAY-2772,received,2015-11-08
PAY-2773,PLY-924,TXN-PAY-2773,notreceived,2016-09-21
PAY-2774,PLY-925,TXN-PAY-2774,received,2015-02-15
PAY-2775,PLY-925,TXN-PAY-2775,received,2018-09-21
PAY-2776,PLY-925,TXN-PAY-2776,received,2015-12-22
PAY-2777,PLY-926,TXN-PAY-2777,received,2016-05-10
PAY-2778,PLY-926,TXN-PAY-2778,received,2015-01-27
PAY-2779,PLY-926,TXN-PAY-2779,notreceived,2017-02-04
PAY-2780,PLY-927,TXN-PAY-2780,notreceived,2015-06-13
PAY-2781,PLY-927,TXN-PAY-2781,received,2017-03-30
PAY-2782,PLY-927,TXN-PAY-2782,received,2015-06-08
PAY-2783,PLY-928,TXN-PAY-2783,received,2017-06-24
PAY-2784,PLY-928,TXN-PAY-2784,notreceived,2016-05-31
PAY-2785,PLY-928,TXN-PAY-2785,received,2015-03-17
PAY-2786,PLY-929,TXN-PAY-2786,received,2015-09-22
PAY-2787,PLY-929,TXN-PAY-2787,received,2017-04-03
PAY-2788,PLY-929,TXN-PAY-2788,received,2015-07-18
PAY-2789,PLY-930,TXN-PAY-2789,received,2016-05-06
PAY-2790,PLY-930,TXN-PAY-2790,received,2015-03-18
PAY-2791,PLY-930,TXN-PAY-2791,notreceived,2017-06-12
PAY-2792,PLY-931,TXN-PAY-2792,notreceived,2017-11-18
PAY-2793,PLY-931,TXN-PAY-2793,received,2015-09-05
PAY-2794,PLY-931,TXN-PAY-2794,notreceived,2018-07-04
PAY-2795,PLY-932,TXN-PAY-2795,received,2015-12-01
PAY-2796,PLY-932,TXN-PAY-2796,received,2016-08-10
PAY-2797,PLY-932,TXN-PAY-2797,notreceived,2018-09-25
PAY-2798,PLY-933,TXN-PAY-2798,received,2018-04-22
PAY-2799,PLY-933,TXN-PAY-2799,received,2016-09-02
PAY-2800,PLY-933,TXN-PAY-2800,received,2017-05-07
PAY-2801,PLY-934,TXN-PAY-2801,received,2016-10-04
PAY-2802,PLY-934,TXN-PAY-2802,received,2015-09-27
PAY-2803,PLY-934,TXN-PAY-2803,received,2017-03-20
PAY-2804,PLY-935,TXN-PAY-2804,received,2017-08-11
PAY-2805,PLY-935,TXN-PAY-2805,received,2015-08-28
PAY-2806,PLY-935,TXN-PAY-2806,received,2017-12-20
PAY-2807,PLY-936,TXN-PAY-2807,received,2018-01-01
PAY-2808,PLY-936,TXN-PAY-2808,received,2018-04-20
PAY-2809,PLY-936,TXN-PAY-2809,received,2016-12-17
PAY-2810,PLY-937,TXN-PAY-2810,received,2017-05-11
PAY-2811,PLY-937,TXN-PAY-2811,received,2016-01-17
PAY-2812,PLY-937,TXN-PAY-2812,received,2016-11-13
PAY-2813,PLY-938,TXN-PAY-2813,received,2015-11-12
PAY-2814,PLY-938,TXN-PAY-2814,received,2016-04-07
PAY-2815,PLY-938,TXN-PAY-2815,received,2018-04-26
PAY-2816,PLY-939,TXN-PAY-2816,received,2016-06-16
PAY-2817,PLY-939,TXN-PAY-2817,received,2017-04-26
PAY-2818,PLY-939,TXN-PAY-2818,received,2018-08-04
PAY-2819,PLY-940,TXN-PAY-2819,received,2015-01-09
PAY-2820,PLY-940,TXN-PAY-2820,received,2018-08-26
PAY-2821,PLY-940,TXN-PAY-2821,received,2018-03-27
PAY-2822,PLY-941,TXN-PAY-2822,received,2016-06-25
PAY-2823,PLY-941,TXN-PAY-2823,received,2015-12-22
PAY-2824,PLY-941,TXN-PAY-2824,received,2015-06-04
PAY-2825,PLY-942,TXN-PAY-2825,received,2017-05-22
PAY-2826,PLY-942,TXN-PAY-2826,received,2017-06-17
PAY-2827,PLY-942,TXN-PAY-2827,notreceived,2017-05-26
PAY-2828,PLY-943,TXN-PAY-2828,notreceived,2018-05-25
PAY-2829,PLY-943,TXN-PAY-2829,notreceived,2015-08-16
PAY-2830,PLY-943,TXN-PAY-2830,received,2015-05-10
PAY-2831,PLY-944,TXN-PAY-2831,received,2018-05-24
PAY-2832,PLY-944,TXN-PAY-2832,received,2017-04-01
PAY-2833,PLY-944,TXN-PAY-2833,received,2016-02-12
PAY-2834,PLY-945,TXN-PAY-2834,received,2015-09-12
PAY-2835,PLY-945,TXN-PAY-2835,notreceived,2015-05-03
PAY-2836,PLY-945,TXN-PAY-2836,received,2016-07-08
PAY-2837,PLY-946,TXN-PAY-2837,received,2018-02-21
PAY-2838,PLY-946,TXN-PAY-2838,received,2018-11-22
PAY-2839,PLY-946,TXN-PAY-2839,notreceived,2015-11-18
PAY-2840,PLY-947,TXN-PAY-2840,received,2018-09-11
PAY-2841,PLY-947,TXN-PAY-2841,received,2015-07-04
PAY-2842,PLY-947,TXN-PAY-2842,notreceived,2016-10-11
PAY-2843,PLY-948,TXN-PAY-2843,received,2015-08-11
PAY-2844,PLY-948,TXN-PAY-2844,received,2015-05-04
PAY-2845,PLY-948,TXN-PAY-2845,received,2018-07-24
PAY-2846,PLY-949,TXN-PAY-2846,notreceived,2017-06-13
PAY-2847,PLY-949,TXN-PAY-2847,received,2018-09-11
PAY-2848,PLY-949,TXN-PAY-2848,received,2018-09-21
PAY-2849,PLY-950,TXN-PAY-2849,notreceived,2018-12-08
PAY-2850,PLY-950,TXN-PAY-2850,received,2015-03-29
PAY-2851,PLY-950,TXN-PAY-2851,received,2017-01-28
PAY-2852,PLY-951,TXN-PAY-2852,notreceived,2015-12-10
PAY-2853,PLY-951,TXN-PAY-2853,received,2018-01-23
PAY-2854,PLY-951,TXN-PAY-2854,received,2015-03-16
PAY-2855,PLY-952,TXN-PAY-2855,notreceived,2016-06-28
PAY-2856,PLY-952,TXN-PAY-2856,received,2016-04-01
PAY-2857,PLY-952,TXN-PAY-2857,notreceived,2017-07-15
PAY-2858,PLY-953,TXN-PAY-2858,received,2015-09-09
PAY-2859,PLY-953,TXN-PAY-2859,received,2016-12-03
PAY-2860,PLY-953,TXN-PAY-2860,received,2015-01-25
PAY-2861,PLY-954,TXN-PAY-2861,received,2018-08-03
PAY-2862,PLY-954,TXN-PAY-2862,received,2018-09-20
PAY-2863,PLY-954,TXN-PAY-2863,received,2018-11-04
PAY-2864,PLY-955,TXN-PAY-2864,received,2018-11-08
PAY-2865,PLY-955,TXN-PAY-2865,received,2018-10-23
PAY-2866,PLY-955,TXN-PAY-2866,received,2016-04-01
PAY-2867,PLY-956,TXN-PAY-2867,received,2018-06-23
PAY-2868,PLY-956,TXN-PAY-2868,notreceived,2015-06-04
PAY-2869,PLY-956,TXN-PAY-2869,received,2015-07-17
PAY-2870,PLY-957,TXN-PAY-2870,received,2016-07-21
PAY-2871,PLY-957,TXN-PAY-2871,received,2016-08-11
PAY-2872,PLY-957,TXN-PAY-2872,received,2015-03-20
PAY-2873,PLY-958,TXN-PAY-2873,notreceived,2016-08-07
PAY-2874,PLY-958,TXN-PAY-2874,received,2016-07-26
PAY-2875,PLY-958,TXN-PAY-2875,received,2016-06-03
PAY-2876,PLY-959,TXN-PAY-2876,received,2018-01-04
PAY-2877,PLY-959,TXN-PAY-2877,notreceived,2018-10-23
PAY-2878,PLY-959,TXN-PAY-2878,received,2015-12-24
PAY-2879,PLY-960,TXN-PAY-2879,received,2016-11-25
PAY-2880,PLY-960,TXN-PAY-2880,notreceived,2018-01-28
PAY-2881,PLY-960,TXN-PAY-2881,received,2018-04-11
PAY-2882,PLY-961,TXN-PAY-2882,notreceived,2018-04-15
PAY-2883,PLY-961,TXN-PAY-2883,received,2017-10-31
PAY-2884,PLY-961,TXN-PAY-2884,received,2015-07-01
PAY-2885,PLY-962,TXN-PAY-2885,received,2017-04-09
PAY-2886,PLY-962,TXN-PAY-2886,received,2015-07-31
PAY-2887,PLY-962,TXN-PAY-2887,notreceived,2015-09-30
PAY-2888,PLY-963,TXN-PAY-2888,received,2016-03-08
PAY-2889,PLY-963,TXN-PAY-2889,received,2017-08-21
PAY-2890,PLY-963,TXN-PAY-2890,received,2015-11-25
PAY-2891,PLY-964,TXN-PAY-2891,received,2015-04-23
PAY-2892,PLY-964,TXN-PAY-2892,notreceived,2017-05-30
PAY-2893,PLY-964,TXN-PAY-2893,notreceived,2016-11-06
PAY-2894,PLY-965,TXN-PAY-2894,received,2017-11-06
PAY-2895,PLY-965,TXN-PAY-2895,notreceived,2015-10-11
PAY-2896,PLY-965,TXN-PAY-2896,received,2018-01-02
PAY-2897,PLY-966,TXN-PAY-2897,received,2016-09-25
PAY-2898,PLY-966,TXN-PAY-2898,received,2015-08-10
PAY-2899,PLY-966,TXN-PAY-2899,received,2015-03-17
PAY-2900,PLY-967,TXN-PAY-2900,notreceived,2018-05-04
PAY-2901,PLY-967,TXN-PAY-2901,notreceived,2018-12-08
PAY-2902,PLY-967,TXN-PAY-2902,received,2016-08-02
PAY-2903,PLY-968,TXN-PAY-2903,notreceived,2017-08-08
PAY-2904,PLY-968,TXN-PAY-2904,notreceived,2017-10-18
PAY-2905,PLY-968,TXN-PAY-2905,received,2017-02-24
PAY-2906,PLY-969,TXN-PAY-2906,notreceived,2015-03-17
PAY-2907,PLY-969,TXN-PAY-2907,received,2017-07-14
PAY-2908,PLY-969,TXN-PAY-2908,received,2015-07-10
PAY-2909,PLY-970,TXN-PAY-2909,received,2015-12-05
PAY-2910,PLY-970,TXN-PAY-2910,received,2015-01-25
PAY-2911,PLY-970,TXN-PAY-2911,received,2016-02-09
PAY-2912,PLY-971,TXN-PAY-2912,received,2017-05-05
PAY-2913,PLY-971,TXN-PAY-2913,received,2015-12-15
PAY-2914,PLY-971,TXN-PAY-2914,received,2017-01-18
PAY-2915,PLY-972,TXN-PAY-2915,received,2015-06-16
PAY-2916,PLY-972,TXN-PAY-2916,notreceived,2015-04-18
PAY-2917,PLY-972,TXN-PAY-2917,received,2015-12-06
PAY-2918,PLY-973,TXN-PAY-2918,notreceived,2016-03-11
PAY-2919,PLY-973,TXN-PAY-2919,received,2016-05-16
PAY-2920,PLY-973,TXN-PAY-2920,received,2015-11-12
PAY-2921,PLY-974,TXN-PAY-2921,received,2015-05-13
PAY-2922,PLY-974,TXN-PAY-2922,received,2015-03-13
PAY-2923,PLY-974,TXN-PAY-2923,received,2016-05-06
PAY-2924,PLY-975,TXN-PAY-2924,received,2015-10-07
PAY-2925,PLY-975,TXN-PAY-2925,received,2018-09-02
PAY-2926,PLY-975,TXN-PAY-2926,received,2015-08-25
PAY-2927,PLY-976,TXN-PAY-2927,received,2017-09-06
PAY-2928,PLY-976,TXN-PAY-2928,notreceived,2015-06-22
PAY-2929,PLY-976,TXN-PAY-2929,received,2016-07-08
PAY-2930,PLY-977,TXN-PAY-2930,received,2017-03-21
PAY-2931,PLY-977,TXN-PAY-2931,received,2017-01-03
PAY-2932,PLY-977,TXN-PAY-2932,received,2015-09-28
PAY-2933,PLY-978,TXN-PAY-2933,notreceived,2018-02-07
PAY-2934,PLY-978,TXN-PAY-2934,notreceived,2015-03-23
PAY-2935,PLY-978,TXN-PAY-2935,received,2015-04-30
PAY-2936,PLY-979,TXN-PAY-2936,received,2017-02-08
PAY-2937,PLY-979,TXN-PAY-2937,received,2015-04-19
PAY-2938,PLY-979,TXN-PAY-2938,received,2018-02-20
PAY-2939,PLY-980,TXN-PAY-2939,received,2017-10-20
PAY-2940,PLY-980,TXN-PAY-2940,received,2016-02-09
PAY-2941,PLY-980,TXN-PAY-2941,received,2015-05-04
PAY-2942,PLY-981,TXN-PAY-2942,received,2018-03-03
PAY-2943,PLY-981,TXN-PAY-2943,received,2018-08-01
PAY-2944,PLY-981,TXN-PAY-2944,received,2017-04-23
PAY-2945,PLY-982,TXN-PAY-2945,received,2016-06-24
PAY-2946,PLY-982,TXN-PAY-2946,received,2018-04-15
PAY-2947,PLY-982,TXN-PAY-2947,received,2018-07-17
PAY-2948,PLY-983,TXN-PAY-2948,received,2018-11-22
PAY-2949,PLY-983,TXN-PAY-2949,received,2017-05-04
PAY-2950,PLY-983,TXN-PAY-2950,received,2016-01-30
PAY-2951,PLY-984,TXN-PAY-2951,received,2017-12-20
PAY-2952,PLY-984,TXN-PAY-2952,notreceived,2017-09-24
PAY-2953,PLY-984,TXN-PAY-2953,received,2016-07-16
PAY-2954,PLY-985,TXN-PAY-2954,received,2018-02-28
PAY-2955,PLY-985,TXN-PAY-2955,received,2015-09-25
PAY-2956,PLY-985,TXN-PAY-2956,received,2018-04-10
PAY-2957,PLY-986,TXN-PAY-2957,notreceived,2016-03-22
PAY-2958,PLY-986,TXN-PAY-2958,notreceived,2018-09-30
PAY-2959,PLY-986,TXN-PAY-2959,received,2016-04-28
PAY-2960,PLY-987,TXN-PAY-2960,notreceived,2017-10-03
PAY-2961,PLY-987,TXN-PAY-2961,notreceived,2015-01-09
PAY-2962,PLY-987,TXN-PAY-2962,received,2015-06-02
PAY-2963,PLY-988,TXN-PAY-2963,received,2016-11-01
PAY-2964,PLY-988,TXN-PAY-2964,received,2016-01-23
PAY-2965,PLY-988,TXN-PAY-2965,received,2017-09-12
PAY-2966,PLY-989,TXN-PAY-2966,received,2017-06-29
PAY-2967,PLY-989,TXN-PAY-2967,received,2015-06-04
